name,a,age,alower,aupper,b,dec,density,densitylower,densityupper,ecc,fe,feh,felower,feupper,firstref,firsturl,k,kid,koi_star,logg,m,mass,masslower,massupper,mstar,mstarlower,mstarupper,mupper,orbref,orburl,per,r,ra,rho,rhostar,rlower,rprs,rstar,rstarlower,rstarupper,rupper,shk,source,teff,tefflower,teffupper,tt,ua,ub,udensity,ufe,ufeh,uk,ulogg,um,umass,umstar,ur,urho,urholower,urhostar,urhoupper,urstar,uteff,vmag,vsini,flux,uflux
CoRoT-19 b,0.0516604,,0.000861007,0.000861007,,,0.71,0.06,0.06,0.047,-0.02,,0.1,0.1,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,,,,4.07,352.1153801345787,352.1153801345787,20.468311444210105,20.468311444210105,1.21,0.05,0.05,,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,3.89713,14.459585142910898,,0.71,0.38,0.3362694219281604,,1.65,0.04,0.04,0.3362694219281604,,,6090.0,70.0,70.0,,0.000861007,,0.06,0.1,,,,20.468311444210105,20.468311444210105,0.05,0.3362694219281604,0.06,,,,0.04,70.0,,6.0,1258.9583999423119,94.00785000948761
CoRoT-2 b,0.028088400000000003,,0.0005791419999999999,0.0005791419999999999,,,1.46523,0.07425599999999999,0.07956,0.0143,,,0.0,0.0,Alonso 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..21A,,,,,1040.9352129155368,1040.9352129155368,54.284984131766606,54.284984131766606,0.97,0.06,0.06,,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,1.7429935,16.432365751556105,,1.46523,1.86842,0.4931951521613018,,0.902,0.018000000000000002,0.018000000000000002,0.4707771906994246,,,5625.0,120.0,120.0,,0.0005791419999999999,,0.076908,0.0,,,,54.284984131766606,54.284984131766606,0.06,0.4819861714303633,0.076908,,,,0.018000000000000002,120.0,,11.85,926.2730530351682,95.25396956658382
CoRoT-23 b,0.048341699999999994,,0.0011308,0.0011308,,,3.0,1.1,1.1,0.16,0.05,,0.1,0.1,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,,,,4.3,980.5595912423421,980.5595912423421,99.39460269157377,99.39460269157377,1.14,0.08,0.08,,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,3.6313,11.769429767485613,,3.0,0.5,1.4571674950220284,,1.61,0.18,0.18,1.4571674950220284,1.5,,5900.0,100.0,100.0,,0.0011308,,1.1,0.1,,,,99.39460269157377,99.39460269157377,0.08,1.4571674950220284,1.1,,,,0.18,100.0,,9.0,1205.8847718436596,287.35290099019704
CoRoT-3 b,0.0573788,,0.00125647,0.00125647,,,26.4,5.6,5.6,0.0,-0.02,,0.06,0.06,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D,,,,4.23,6945.850261122829,6945.850261122829,315.1707881389977,315.1707881389977,1.37,0.09,0.09,,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D,4.2568,11.321070538248069,,26.4,,0.7846286511657077,,1.56,0.09,0.09,0.7846286511657077,,,6740.0,140.0,140.0,,0.00125647,,5.6,0.06,,,,315.1707881389977,315.1707881389977,0.09,0.7846286511657077,5.6,,,,0.09,140.0,,17.0,1368.5973986233532,203.6174809056983
CoRoT-4 b,0.09031660000000001,,0.00150528,0.00150528,,,0.525,0.15,0.15,0.0,,,0.0,0.0,Moutou 2008 ; Aigrain 2008,http://adsabs.harvard.edu/abs/2008A%26A...488L..47M ; http://adsabs.harvard.edu/abs/2008A%26A...488L..43A,,,,4.41,228.00767555488602,228.00767555488602,23.0066491563724,23.0066491563724,1.16,0.020000000000000004,0.03,,Moutou 2008,http://adsabs.harvard.edu/abs/2008A%26A...488L..47M,9.20205,13.338687069817029,,0.525,,0.6164939402016274,,1.17,0.03,0.01,0.6164939402016274,,,6190.0,60.0,60.0,,0.00150528,,0.15,0.0,,,,23.0066491563724,23.0066491563724,0.025,0.6164939402016274,0.15,,,,0.02,60.0,,6.4,221.0492315256201,13.596274874810309
CoRoT-5 b,0.0496334,,0.000827224,0.000827224,,,0.217,0.025,0.031,0.09,-0.2,,0.06,0.06,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,,,,4.19,147.00194200060258,147.00194200060258,12.557855985738676,12.557855985738676,1.0,0.02,0.02,,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,4.0378962,15.558065254542887,,0.217,,0.526822094354118,,1.186,0.04,0.04,0.5156131136231793,,,6100.0,65.0,65.0,,0.000827224,,0.027999999999999997,0.06,,,,12.557855985738676,12.557855985738676,0.02,0.5212176039886486,0.027999999999999997,,,,0.04,65.0,,1.0,709.3009072233658,61.33636460606006
CoRoT-6 b,0.0854177,,0.00142363,0.00142363,,,2.32,0.31,0.31,0.0,-0.2,,0.1,0.1,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,,,,4.44,938.7158561815808,938.7158561815808,105.31775087877874,105.31775087877874,1.05,0.05,0.05,,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,8.886593,13.0696715322745,,2.32,,0.39231432558285373,,1.025,0.026000000000000002,0.026000000000000002,0.39231432558285373,,,6090.0,50.0,50.0,,0.00142363,,0.31,0.1,,,,105.31775087877874,105.31775087877874,0.05,0.39231432558285373,0.31,,,,0.026000000000000002,50.0,,7.5,177.70964726626846,12.264969480270533
CoRoT-7 b,0.017189700000000002,,0.000286495,0.000286495,,,6.23249,1.5298100000000001,1.5298100000000001,0.0,0.05,,0.04,0.04,Queloz 2009 ; Leger 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..303Q ; http://adsabs.harvard.edu/abs/2009A%26A...506..287L,,,,4.5,7.42,5.0214706789193535,0.8638859350205884,0.8638859350205884,0.93,0.03,0.03,,Hatzes 2012,http://adsabs.harvard.edu/abs/2009A%26A...506..303Q,0.853585,1.58,,10.388944246081893,,0.09000811526943761,,0.87,0.04,0.04,0.09000811526943761,,,5275.0,75.0,75.0,,0.000286495,,1.5298100000000001,0.04,,,,1.21,0.8638859350205884,0.03,0.1,2.6002397448478054,,,,0.04,75.0,,3.5,1779.4329019225788,201.32836137905926
CoRoT-8 b,0.06338250000000001,,0.00105637,0.00105637,,,1.6,0.1,0.1,0.0,0.315,,0.05,0.05,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,,,,4.58,68.67317776438685,68.67317776438685,10.806050823541227,10.806050823541227,0.88,0.04,0.04,,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,6.21229,6.389119016635048,,1.6,1.9285700000000001,0.2241796146187736,,0.77,0.02,0.02,0.2241796146187736,,,5080.0,80.0,80.0,,0.00105637,,0.1,0.05,,,,10.806050823541227,10.806050823541227,0.04,0.2241796146187736,0.1,,,,0.02,80.0,,2.0,88.18351772395864,7.777020683760572
CoRoT-9 b,0.406991,,0.00678319,0.00678319,,,0.9,0.13,0.13,0.11,-0.01,,0.06,0.06,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D,,,,4.54,268.0986520036156,268.0986520036156,23.005981741488398,23.005981741488398,0.99,0.04,0.04,,Deeg 2010,http://adsabs.harvard.edu/abs/2010Natur.464..384D,95.2738,11.769429767485613,,0.9,1.2,0.4483592292375472,,0.94,0.04,0.04,0.4483592292375472,,,5625.0,80.0,80.0,,0.00678319,,0.13,0.06,,,,23.005981741488398,23.005981741488398,0.04,0.4483592292375472,0.13,,,,0.04,80.0,,0.0,4.791439989522545,0.5158437544500558
Fomalhaut b,113.443,,,,,,,,,0.12,,,,,Kalas 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1345K,,,,,158.90830571457266,158.90830571457266,0.0,953.449834287436,1.92,0.02,0.02,,,,318498.0,13.450776877126415,,,,,,1.8419999999999999,0.019,0.019,,,,8590.0,73.0,73.0,,,,,,,,,476.724917143718,476.724917143718,0.02,,,,,,0.019,73.0,,,0.0012879124788787025,
GJ 1214 b,0.0143253,,0.000577878,0.000577878,,,1.87,0.4,0.4,0.0,,,,,Charbonneau 2009,http://adsabs.harvard.edu/abs/2009Natur.462..891C,,,,4.9910000000000005,6.45,6.467790514211107,0.9958910645776842,0.9958910645776842,0.157,0.019,0.019,,Carter 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...82C,1.58040482,2.65,,1.9140834314781419,16.736,0.1299120866715793,,0.21100000000000002,0.0097,0.0097,0.1299120866715793,,,3026.0,130.0,130.0,,0.000577878,,0.4,,,,,0.91,0.9958910645776842,0.019,0.09,0.33310536237749433,,,,0.0097,130.0,,2.0,16.320107077909203,3.4424620561222907
GJ 3470 b,0.035612300000000006,,0.00147013,0.00147013,,,1.07,0.43,0.43,0.0,,,,,Bonfils 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A..27B,,,,,13.980021758561813,13.980021758561813,1.6390470066285023,1.6390470066285023,0.541,0.067,0.067,,Bonfils 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A..27B,3.33714,4.196250071337859,,1.07,,0.5994641357771123,,0.503,0.063,0.063,0.5994641357771123,,,3600.0,200.0,200.0,,0.00147013,,0.43,,,,,1.6390470066285023,1.6390470066285023,0.067,0.5994641357771123,0.43,,,,0.063,200.0,,,30.063239498504203,10.368467812784726
GJ 436 b,0.0287188,,0.00047864699999999996,0.00047864699999999996,,,1.69,0.12,0.14,0.16,,,0.0,0.0,Butler 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..580B,,,,4.843,23.104600236014857,23.104600236014857,1.0116007396806266,1.0116007396806266,0.452,0.012,0.013999999999999999,,Maness 2007,http://adsabs.harvard.edu/abs/2007PASP..119...90M,2.64385,4.222423041344601,,1.69,4.593,0.10312262272463583,,0.46399999999999997,0.011,0.009000000000000001,0.09191364199369717,0.725858,,3350.0,300.0,300.0,,0.00047864699999999996,,0.13,0.0,,,,1.0116007396806266,1.0116007396806266,0.013000000000000001,0.09751813235916652,0.13,,,,0.01,300.0,,0.0,29.49663409819075,10.687501048550143
HAT-P-1 b,0.0553326,,0.00125349,0.00125349,,,0.345,0.043,0.053,0.0,0.13,,0.08,0.08,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,,,,4.382,169.19571160992263,169.19571160992263,9.64649691674199,9.64649691674199,1.133,0.079,0.075,,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,4.4652934,13.92155406782584,,0.345,0.7779,0.59407597873975,,1.135,0.048,0.048,0.59407597873975,0.14,,5975.0,120.0,120.0,,0.00125349,,0.048,0.08,,,,9.64649691674199,9.64649691674199,0.077,0.59407597873975,0.048,,,,0.048,120.0,,2.2,481.13954854703576,60.21065923856993
HAT-P-11 b,0.052544299999999995,,0.000875738,0.000875738,,,1.33,0.2,0.2,0.198,0.31,,0.05,0.05,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,,,,4.59,26.23112115094908,26.23112115094908,2.860797624284422,2.860797624284422,0.81,0.02,0.02,,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,4.8878162000000005,4.730189868456123,,1.33,2.5127,0.15692573023314152,,0.75,0.02,0.02,0.15692573023314152,0.023,,4780.0,50.0,50.0,,0.000875738,,0.2,0.05,,,,2.860797624284422,2.860797624284422,0.02,0.15692573023314152,0.2,,,,0.02,50.0,,1.5,95.42732321080109,7.208537512022009
HAT-P-12 b,0.0383737,,0.000639561,0.000639561,,,0.295,0.025,0.025,0.0,-0.29,,0.05,0.05,Hartman 2009,http://adsabs.harvard.edu/abs/2009ApJ...706..785H,,,,4.61,66.99701295570954,66.99701295570954,4.198198528673295,4.198198528673295,0.73,0.018000000000000002,0.018000000000000002,,Hartman 2009,http://adsabs.harvard.edu/abs/2009ApJ...706..785H,3.2130598,10.749412520970195,,0.295,,0.2353885953497123,,0.701,0.012,0.017,0.3250604411972217,,,4650.0,60.0,60.0,,0.000639561,,0.025,0.05,,,,4.198198528673295,4.198198528673295,0.018000000000000002,0.28022451827346695,0.025,,,,0.0145,60.0,,0.5,139.98140411906607,10.368487710948424
HAT-P-13 b,0.0426946,,0.0008748889999999999,0.0008748889999999999,,,0.499,0.1,0.1,0.0133,0.41,,0.08,0.08,Bakos 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..446B,,,,4.13,272.3942613236918,272.3942613236918,11.245082690569445,11.245082690569445,1.22,0.1,0.05,,Winn 2010,http://adsabs.harvard.edu/abs/2010ApJ...718..575W,2.91625,14.35870431633245,,0.499,,0.8855094777441558,,1.56,0.08,0.08,0.8855094777441558,,,5653.0,90.0,90.0,,0.0008748889999999999,,0.1,0.08,,,,11.245082690569445,11.245082690569445,0.075,0.8855094777441558,0.1,,,,0.08,90.0,,2.9,1223.2327227434164,155.95413377291118
HAT-P-14 b,0.0606258,,0.00101043,0.00101043,,,1.82,0.24,0.24,0.107,0.11,,0.08,0.08,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,,,,4.25,710.6474776539118,710.6474776539118,25.848215697499253,25.848215697499253,1.386,0.045,0.045,,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,4.627669,12.89032784057948,,1.82,,0.5828669980088114,,1.4680000000000002,0.054000000000000006,0.054000000000000006,0.5828669980088114,0.46,,6600.0,90.0,90.0,,0.00101043,,0.24,0.08,,,,25.848215697499253,25.848215697499253,0.045,0.5828669980088114,0.24,,,,0.054000000000000006,90.0,,8.4,998.1659212082474,97.28296538363551
HAT-P-15 b,0.0964692,,0.00160782,0.00160782,,,1.96,0.22,0.22,0.19,0.22,,0.08,0.08,Kovacs 2010,http://adsabs.harvard.edu/abs/2010ApJ...724..866K,,,,4.38,620.2318298684343,620.2318298684343,24.024202601185088,24.024202601185088,1.013,0.043,0.043,,Kovacs 2010,http://adsabs.harvard.edu/abs/2010ApJ...724..866K,10.863502,12.016027343566265,,1.96,,0.4819861714303633,,1.08,0.039,0.039,0.4819861714303633,,,5568.0,90.0,90.0,,0.00160782,,0.22,0.08,,,,24.024202601185088,24.024202601185088,0.043,0.4819861714303633,0.22,,,,0.039,90.0,,2.0,108.08288120345304,11.079128941750046
HAT-P-16 b,0.041327499999999996,,0.0006887919999999999,0.0006887919999999999,,,2.42,0.35,0.35,0.036000000000000004,0.17,,0.08,0.08,Buchhave 2010,http://adsabs.harvard.edu/abs/2010ApJ...720.1118B,,,,4.34,1335.624309530983,1335.624309530983,44.995204579692675,44.995204579692675,1.218,0.039,0.039,,Buchhave 2010,http://adsabs.harvard.edu/abs/2010ApJ...720.1118B,2.77596,14.448376162179956,,2.42,,0.7397927282419529,,1.237,0.054000000000000006,0.054000000000000006,0.7397927282419529,,,6158.0,80.0,80.0,,0.0006887919999999999,,0.35,0.08,,,,44.995204579692675,44.995204579692675,0.039,0.7397927282419529,0.35,,,,0.054000000000000006,80.0,,3.5,1155.8719332713952,123.59807768061482
HAT-P-17 b,0.0882385,,0.00147064,0.00147064,,,0.64,0.05,0.05,0.34600000000000003,0.0,,0.08,0.08,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,,,,4.53,168.49301908205285,168.49301908205285,6.2043841066586305,6.2043841066586305,0.857,0.039,0.039,,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,10.338523,11.321070538248069,,0.64,,0.3250604411972217,,0.8370000000000001,0.021,0.021,0.3250604411972217,0.162,,5246.0,80.0,80.0,,0.00147064,,0.05,0.08,,,,6.2043841066586305,6.2043841066586305,0.039,0.3250604411972217,0.05,,,,0.021,80.0,,0.3,61.14172360394079,5.2417831701852196
HAT-P-18 b,0.0559503,,0.000932505,0.000932505,,,0.25,0.04,0.04,0.084,0.1,,0.08,0.08,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,,,,4.57,62.675024856884605,62.675024856884605,4.256072933614543,4.256072933614543,0.77,0.031,0.031,,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,5.508023000000001,11.152935827283986,,0.25,,0.5828669980088114,,0.7490000000000001,0.037000000000000005,0.037000000000000005,0.5828669980088114,,,4803.0,80.0,80.0,,0.000932505,,0.04,0.08,,,,4.256072933614543,4.256072933614543,0.031,0.5828669980088114,0.04,,,,0.037000000000000005,80.0,,0.5,85.56555918723268,10.587723603050845
HAT-P-19 b,0.0466409,,0.0007773480000000001,0.0007773480000000001,,,0.25,0.04,0.04,0.067,0.23,,0.08,0.08,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,,,,4.54,92.88921447223059,92.88921447223059,5.585372692578086,5.585372692578086,0.8420000000000001,0.042,0.042,,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,4.0087779999999995,12.688566187422586,,0.25,,0.8070466126275849,,0.82,0.048,0.048,0.8070466126275849,,,4990.0,130.0,130.0,,0.0007773480000000001,,0.04,0.08,,,,5.585372692578086,5.585372692578086,0.042,0.8070466126275849,0.04,,,,0.048,130.0,,0.7,171.9435515353936,27.552113445776964
HAT-P-2 b,0.0679088,,0.0014364,0.0014364,,,7.29,1.12,1.12,0.5171,0.14,,0.08,0.08,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..826B,,,,4.16,2819.2399241739477,2819.2399241739477,129.00176257909007,129.00176257909007,1.308,0.07800000000000001,0.08800000000000001,,Pal 2010,http://adsabs.harvard.edu/abs/2010MNRAS.401.2665P,5.633472900000001,12.968790705696053,,7.29,0.429,0.7061657860491372,,1.506,0.096,0.13,0.8182555933585236,,,6290.0,60.0,60.0,,0.0014364,,1.12,0.08,,,,129.00176257909007,129.00176257909007,0.083,0.7622106897038303,1.12,,,,0.113,60.0,,20.8,690.7012834952817,110.86863926318775
HAT-P-20 b,0.036160000000000005,,0.000602667,0.000602667,,,13.78,1.5,1.5,0.015,0.35,,0.08,0.08,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,,,,4.63,2316.733723511097,2316.733723511097,78.55695656322186,78.55695656322186,0.7559999999999999,0.027999999999999997,0.027999999999999997,,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,2.875317,9.718186293723836,,13.78,,0.3698963641209764,,0.6940000000000001,0.021,0.021,0.3698963641209764,,,4595.0,80.0,80.0,,0.000602667,,1.5,0.08,,,,78.55695656322186,78.55695656322186,0.027999999999999997,0.3698963641209764,1.5,,,,0.021,80.0,,2.1,147.33095710310891,14.45307390451914
HAT-P-21 b,0.04949509999999999,,0.0008249189999999999,0.0008249189999999999,,,4.68,1.29,1.29,0.228,0.01,,0.08,0.08,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,,,,4.33,1296.1610208898262,1296.1610208898262,54.874533945967656,54.874533945967656,0.9470000000000001,0.042,0.042,,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,4.124480999999999,11.477996268481206,,4.68,,1.0312262272463586,,1.105,0.083,0.083,1.0312262272463586,,,5588.0,80.0,80.0,,0.0008249189999999999,,1.29,0.08,,,,54.874533945967656,54.874533945967656,0.042,1.0312262272463586,1.29,,,,0.083,80.0,,3.5,436.02920966728607,71.59167138585488
HAT-P-22 b,0.0414094,,0.0006901569999999999,0.0006901569999999999,,,2.11,0.345,0.345,0.016,0.24,,0.08,0.08,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,,,,4.36,683.7411233303203,683.7411233303203,24.529721703324288,24.529721703324288,0.9159999999999999,0.035,0.035,,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,3.21222,12.105699189413777,,2.11,,0.6501208823944434,,1.04,0.044000000000000004,0.044000000000000004,0.6501208823944434,,,5302.0,80.0,80.0,,0.0006901569999999999,,0.345,0.08,,,,24.529721703324288,24.529721703324288,0.035,0.6501208823944434,0.345,,,,0.044000000000000004,80.0,,0.5,447.2162199357017,48.81329949134577
